,Clase,Sobrevivió,Nombre,Sexo,Edad,Ticket,Tarifa,Cabina,Bote de Rescate,Cuerpo,Destino
204,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",Mujer,0.0,PC 17604,82.0,Desconocida,6,Desconocido,"New York, NY"
205,1,0,"Millet, Mr. Francis Davis",Hombre,65.0,13509,26.0,E38,Desconocido,249.0,"East Bridgewater, MA"
206,1,0,"Minahan, Dr. William Edward",Hombre,44.0,19928,90.0,C78,Desconocido,230.0,"Fond du Lac, WI"
207,1,1,"Minahan, Miss. Daisy E",Mujer,33.0,19928,90.0,C78,14,Desconocido,"Green Bay, WI"
208,1,1,"Minahan, Mrs. William Edward (Lillian E Thorpe)",Mujer,37.0,19928,90.0,C78,14,Desconocido,"Fond du Lac, WI"
209,1,1,"Mock, Mr. Philipp Edmund",Hombre,30.0,13236,57.0,C78,11,Desconocido,"New York, NY"
210,1,0,"Molson, Mr. Harry Markland",Hombre,55.0,113787,30.0,C30,Desconocido,Desconocido,"Montreal, PQ"
211,1,0,"Moore, Mr. Clarence Bloomfield",Hombre,47.0,113796,42.0,Desconocida,Desconocido,Desconocido,"Washington, DC"
212,1,0,"Natsch, Mr. Charles H",Hombre,37.0,PC 17596,29.0,C118,Desconocido,Desconocido,"Brooklyn, NY"
213,1,1,"Newell, Miss. Madeleine",Mujer,31.0,35273,113.0,D36,6,Desconocido,"Lexington, MA"
214,1,1,"Newell, Miss. Marjorie",Mujer,23.0,35273,113.0,D36,6,Desconocido,"Lexington, MA"
215,1,0,"Newell, Mr. Arthur Webster",Hombre,58.0,35273,113.0,D48,Desconocido,122.0,"Lexington, MA"
216,1,1,"Newsom, Miss. Helen Monypeny",Mujer,19.0,11752,26.0,D47,5,Desconocido,"New York, NY"
217,1,0,"Nicholson, Mr. Arthur Ernest",Hombre,64.0,693,26.0,Desconocida,Desconocido,263.0,"Isle of Wight, England"
218,1,1,"Oliva y Ocana, Dona. Fermina",Mujer,39.0,PC 17758,108.0,C105,8,Desconocido,Desconocido
219,1,1,"Omont, Mr. Alfred Fernand",Hombre,0.0,F.C. 12998,25.0,Desconocida,7,Desconocido,"Paris, France"
220,1,1,"Ostby, Miss. Helene Ragnhild",Mujer,22.0,113509,61.0,B36,5,Desconocido,"Providence, RI"
221,1,0,"Ostby, Mr. Engelhart Cornelius",Hombre,65.0,113509,61.0,B30,Desconocido,234.0,"Providence, RI"
222,1,0,"Ovies y Rodriguez, Mr. Servando",Hombre,28.0,PC 17562,27.0,D43,Desconocido,189.0,"?Havana, Cuba"
223,1,0,"Parr, Mr. William Henry Marsh",Hombre,0.0,112052,0.0,Desconocida,Desconocido,Desconocido,Belfast
224,1,0,"Partner, Mr. Austen",Hombre,45.0,113043,28.0,C124,Desconocido,166.0,"Surbiton Hill, Surrey"
225,1,0,"Payne, Mr. Vivian Ponsonby",Hombre,23.0,12749,93.0,B24,Desconocido,Desconocido,"Montreal, PQ"
226,1,0,"Pears, Mr. Thomas Clinton",Hombre,29.0,113776,66.0,C2,Desconocido,Desconocido,"Isleworth, England"
227,1,1,"Pears, Mrs. Thomas (Edith Wearne)",Mujer,22.0,113776,66.0,C2,8,Desconocido,"Isleworth, England"
228,1,0,"Penasco y Castellana, Mr. Victor de Satode",Hombre,18.0,PC 17758,108.0,C65,Desconocido,Desconocido,"Madrid, Spain"
229,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",Mujer,17.0,PC 17758,108.0,C65,8,Desconocido,"Madrid, Spain"
230,1,1,"Perreault, Miss. Anne",Mujer,30.0,12749,93.0,B73,3,Desconocido,Desconocido
231,1,1,"Peuchen, Major. Arthur Godfrey",Hombre,52.0,113786,30.0,C104,6,Desconocido,"Toronto, ON"
232,1,0,"Porter, Mr. Walter Chamberlain",Hombre,47.0,110465,52.0,C110,Desconocido,207.0,"Worcester, MA"
233,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",Mujer,56.0,11767,83.0,C50,7,Desconocido,"Mt Airy, Philadelphia, PA"
234,1,0,"Reuchlin, Jonkheer. John George",Hombre,38.0,19972,0.0,Desconocida,Desconocido,Desconocido,"Rotterdam, Netherlands"
235,1,1,"Rheims, Mr. George Alexander Lucien",Hombre,0.0,PC 17607,39.0,Desconocida,A,Desconocido,"Paris /  New York, NY"
236,1,0,"Ringhini, Mr. Sante",Hombre,22.0,PC 17760,135.0,Desconocida,Desconocido,232.0,Desconocido
237,1,0,"Robbins, Mr. Victor",Hombre,0.0,PC 17757,227.0,Desconocida,Desconocido,Desconocido,Desconocido
238,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",Mujer,43.0,24160,211.0,B3,2,Desconocido,"St Louis, MO"
239,1,0,"Roebling, Mr. Washington Augustus II",Hombre,31.0,PC 17590,50.0,A24,Desconocido,Desconocido,"Trenton, NJ"
240,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",Hombre,45.0,111428,26.0,Desconocida,9,Desconocido,"New York, NY"
241,1,0,"Rood, Mr. Hugh Roscoe",Hombre,0.0,113767,50.0,A32,Desconocido,Desconocido,"Seattle, WA"
242,1,1,"Rosenbaum, Miss. Edith Louise",Mujer,33.0,PC 17613,27.0,A11,11,Desconocido,"Paris, France"
243,1,0,"Rosenshine, Mr. George (""Mr George Thorne"")",Hombre,46.0,PC 17585,79.0,Desconocida,Desconocido,16.0,"New York, NY"
244,1,0,"Ross, Mr. John Hugo",Hombre,36.0,13049,40.0,A10,Desconocido,Desconocido,"Winnipeg, MB"
245,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",Mujer,33.0,110152,86.0,B77,8,Desconocido,"London  Vancouver, BC"
246,1,0,"Rothschild, Mr. Martin",Hombre,55.0,PC 17603,59.0,Desconocida,Desconocido,Desconocido,"New York, NY"
247,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",Mujer,54.0,PC 17603,59.0,Desconocida,6,Desconocido,"New York, NY"
248,1,0,"Rowe, Mr. Alfred G",Hombre,33.0,113790,26.0,Desconocida,Desconocido,109.0,London
249,1,1,"Ryerson, Master. John Borie",Hombre,13.0,PC 17608,262.0,B57 B59 B63 B66,4,Desconocido,"Haverford, PA / Cooperstown, NY"
250,1,1,"Ryerson, Miss. Emily Borie",Mujer,18.0,PC 17608,262.0,B57 B59 B63 B66,4,Desconocido,"Haverford, PA / Cooperstown, NY"
251,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",Mujer,21.0,PC 17608,262.0,B57 B59 B63 B66,4,Desconocido,"Haverford, PA / Cooperstown, NY"
252,1,0,"Ryerson, Mr. Arthur Larned",Hombre,61.0,PC 17608,262.0,B57 B59 B63 B66,Desconocido,Desconocido,"Haverford, PA / Cooperstown, NY"
253,1,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",Mujer,48.0,PC 17608,262.0,B57 B59 B63 B66,4,Desconocido,"Haverford, PA / Cooperstown, NY"
254,1,1,"Saalfeld, Mr. Adolphe",Hombre,0.0,19988,30.0,C106,3,Desconocido,"Manchester, England"
255,1,1,"Sagesser, Mlle. Emma",Mujer,24.0,PC 17477,69.0,B35,9,Desconocido,Desconocido
256,1,1,"Salomon, Mr. Abraham L",Hombre,0.0,111163,26.0,Desconocida,1,Desconocido,"New York, NY"
257,1,1,"Schabert, Mrs. Paul (Emma Mock)",Mujer,35.0,13236,57.0,C28,11,Desconocido,"New York, NY"
258,1,1,"Serepeca, Miss. Augusta",Mujer,30.0,113798,31.0,Desconocida,4,Desconocido,Desconocido
259,1,1,"Seward, Mr. Frederic Kimber",Hombre,34.0,113794,26.0,Desconocida,7,Desconocido,"New York, NY"
260,1,1,"Shutes, Miss. Elizabeth W",Mujer,40.0,PC 17582,153.0,C125,3,Desconocido,"New York, NY / Greenwich CT"
261,1,1,"Silverthorne, Mr. Spencer Victor",Hombre,35.0,PC 17475,26.0,E24,5,Desconocido,"St Louis, MO"
262,1,0,"Silvey, Mr. William Baird",Hombre,50.0,13507,55.0,E44,Desconocido,Desconocido,"Duluth, MN"
263,1,1,"Silvey, Mrs. William Baird (Alice Munger)",Mujer,39.0,13507,55.0,E44,11,Desconocido,"Duluth, MN"
264,1,1,"Simonius-Blumer, Col. Oberst Alfons",Hombre,56.0,13213,35.0,A26,3,Desconocido,"Basel, Switzerland"
265,1,1,"Sloper, Mr. William Thompson",Hombre,28.0,113788,35.0,A6,7,Desconocido,"New Britain, CT"
266,1,0,"Smart, Mr. John Montgomery",Hombre,56.0,113792,26.0,Desconocida,Desconocido,Desconocido,"New York, NY"
267,1,0,"Smith, Mr. James Clinch",Hombre,56.0,17764,30.0,A7,Desconocido,Desconocido,"St James, Long Island, NY"
268,1,0,"Smith, Mr. Lucien Philip",Hombre,24.0,13695,60.0,C31,Desconocido,Desconocido,"Huntington, WV"
269,1,0,"Smith, Mr. Richard William",Hombre,0.0,113056,26.0,A19,Desconocido,Desconocido,"Streatham, Surrey"
270,1,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",Mujer,18.0,13695,60.0,C31,6,Desconocido,"Huntington, WV"
271,1,1,"Snyder, Mr. John Pillsbury",Hombre,24.0,21228,82.0,B45,7,Desconocido,"Minneapolis, MN"
272,1,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",Mujer,23.0,21228,82.0,B45,7,Desconocido,"Minneapolis, MN"
273,1,1,"Spedden, Master. Robert Douglas",Hombre,6.0,16966,134.0,E34,3,Desconocido,"Tuxedo Park, NY"
274,1,1,"Spedden, Mr. Frederic Oakley",Hombre,45.0,16966,134.0,E34,3,Desconocido,"Tuxedo Park, NY"
275,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",Mujer,40.0,16966,134.0,E34,3,Desconocido,"Tuxedo Park, NY"
276,1,0,"Spencer, Mr. William Augustus",Hombre,57.0,PC 17569,146.0,B78,Desconocido,Desconocido,"Paris, France"
277,1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",Mujer,0.0,PC 17569,146.0,B78,6,Desconocido,"Paris, France"
278,1,1,"Stahelin-Maeglin, Dr. Max",Hombre,32.0,13214,30.0,B50,3,Desconocido,"Basel, Switzerland"
279,1,0,"Stead, Mr. William Thomas",Hombre,62.0,113514,26.0,C87,Desconocido,Desconocido,"Wimbledon Park, London / Hayling Island, Hants"
280,1,1,"Stengel, Mr. Charles Emil Henry",Hombre,54.0,11778,55.0,C116,1,Desconocido,"Newark, NJ"
281,1,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",Mujer,43.0,11778,55.0,C116,5,Desconocido,"Newark, NJ"
282,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",Mujer,52.0,36947,78.0,D20,4,Desconocido,"Haverford, PA"
283,1,0,"Stewart, Mr. Albert A",Hombre,0.0,PC 17605,27.0,Desconocida,Desconocido,Desconocido,"Gallipolis, Ohio / ? Paris / New York"
284,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",Mujer,62.0,113572,80.0,B28,6,Desconocido,"Cincinatti, OH"
285,1,0,"Straus, Mr. Isidor",Hombre,67.0,PC 17483,221.0,C55 C57,Desconocido,96.0,"New York, NY"
286,1,0,"Straus, Mrs. Isidor (Rosalie Ida Blun)",Mujer,63.0,PC 17483,221.0,C55 C57,Desconocido,Desconocido,"New York, NY"
287,1,0,"Sutton, Mr. Frederick",Hombre,61.0,36963,32.0,D50,Desconocido,46.0,"Haddenfield, NJ"
288,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",Mujer,48.0,17466,25.0,D17,8,Desconocido,"Brooklyn, NY"
289,1,1,"Taussig, Miss. Ruth",Mujer,18.0,110413,79.0,E68,8,Desconocido,"New York, NY"
290,1,0,"Taussig, Mr. Emil",Hombre,52.0,110413,79.0,E67,Desconocido,Desconocido,"New York, NY"
291,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",Mujer,39.0,110413,79.0,E67,8,Desconocido,"New York, NY"
292,1,1,"Taylor, Mr. Elmer Zebley",Hombre,48.0,19996,52.0,C126,5 7,Desconocido,"London /  East Orange, NJ"
293,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",Mujer,0.0,19996,52.0,C126,5 7,Desconocido,"London /  East Orange, NJ"
294,1,0,"Thayer, Mr. John Borland",Hombre,49.0,17421,110.0,C68,Desconocido,Desconocido,"Haverford, PA"
295,1,1,"Thayer, Mr. John Borland Jr",Hombre,17.0,17421,110.0,C70,B,Desconocido,"Haverford, PA"
296,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",Mujer,39.0,17421,110.0,C68,4,Desconocido,"Haverford, PA"
297,1,1,"Thorne, Mrs. Gertrude Maybelle",Mujer,0.0,PC 17585,79.0,Desconocida,D,Desconocido,"New York, NY"
298,1,1,"Tucker, Mr. Gilbert Milligan Jr",Hombre,31.0,2543,28.0,C53,7,Desconocido,"Albany, NY"
299,1,0,"Uruchurtu, Don. Manuel E",Hombre,40.0,PC 17601,27.0,Desconocida,Desconocido,Desconocido,"Mexico City, Mexico"
300,1,0,"Van der hoef, Mr. Wyckoff",Hombre,61.0,111240,33.0,B19,Desconocido,245.0,"Brooklyn, NY"
301,1,0,"Walker, Mr. William Anderson",Hombre,47.0,36967,34.0,D46,Desconocido,Desconocido,"East Orange, NJ"
302,1,1,"Ward, Miss. Anna",Mujer,35.0,PC 17755,512.0,Desconocida,3,Desconocido,Desconocido
303,1,0,"Warren, Mr. Frank Manley",Hombre,64.0,110813,75.0,D37,Desconocido,Desconocido,"Portland, OR"
304,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",Mujer,60.0,110813,75.0,D37,5,Desconocido,"Portland, OR"
305,1,0,"Weir, Col. John",Hombre,60.0,113800,26.0,Desconocida,Desconocido,Desconocido,"England Salt Lake City, Utah"
306,1,0,"White, Mr. Percival Wayland",Hombre,54.0,35281,77.0,D26,Desconocido,Desconocido,"Brunswick, ME"
307,1,0,"White, Mr. Richard Frasar",Hombre,21.0,35281,77.0,D26,Desconocido,169.0,"Brunswick, ME"
308,1,1,"White, Mrs. John Stuart (Ella Holmes)",Mujer,55.0,PC 17760,135.0,C32,8,Desconocido,"New York, NY / Briarcliff Manor NY"
309,1,1,"Wick, Miss. Mary Natalie",Mujer,31.0,36928,164.0,C7,8,Desconocido,"Youngstown, OH"
310,1,0,"Wick, Mr. George Dennick",Hombre,57.0,36928,164.0,Desconocida,Desconocido,Desconocido,"Youngstown, OH"
311,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",Mujer,45.0,36928,164.0,Desconocida,8,Desconocido,"Youngstown, OH"
312,1,0,"Widener, Mr. George Dunton",Hombre,50.0,113503,211.0,C80,Desconocido,Desconocido,"Elkins Park, PA"
313,1,0,"Widener, Mr. Harry Elkins",Hombre,27.0,113503,211.0,C82,Desconocido,Desconocido,"Elkins Park, PA"
314,1,1,"Widener, Mrs. George Dunton (Eleanor Elkins)",Mujer,50.0,113503,211.0,C80,4,Desconocido,"Elkins Park, PA"
315,1,1,"Willard, Miss. Constance",Mujer,21.0,113795,26.0,Desconocida,8 10,Desconocido,"Duluth, MN"
316,1,0,"Williams, Mr. Charles Duane",Hombre,51.0,PC 17597,61.0,Desconocida,Desconocido,Desconocido,"Geneva, Switzerland / Radnor, PA"
317,1,1,"Williams, Mr. Richard Norris II",Hombre,21.0,PC 17597,61.0,Desconocida,A,Desconocido,"Geneva, Switzerland / Radnor, PA"
318,1,0,"Williams-Lambert, Mr. Fletcher Fellows",Hombre,0.0,113510,35.0,C128,Desconocido,Desconocido,"London, England"
319,1,1,"Wilson, Miss. Helen Alice",Mujer,31.0,16966,134.0,E39 E41,3,Desconocido,Desconocido
320,1,1,"Woolner, Mr. Hugh",Hombre,0.0,19947,35.0,C52,D,Desconocido,"London, England"
321,1,0,"Wright, Mr. George",Hombre,62.0,113807,26.0,Desconocida,Desconocido,Desconocido,"Halifax, NS"
322,1,1,"Young, Miss. Marie Grice",Mujer,36.0,PC 17760,135.0,C32,8,Desconocido,"New York, NY / Washington, DC"
323,2,0,"Abelson, Mr. Samuel",Hombre,30.0,P/PP 3381,24.0,Desconocida,Desconocido,Desconocido,"Russia New York, NY"
324,2,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",Mujer,28.0,P/PP 3381,24.0,Desconocida,10,Desconocido,"Russia New York, NY"
325,2,0,"Aldworth, Mr. Charles Augustus",Hombre,30.0,248744,13.0,Desconocida,Desconocido,Desconocido,"Bryn Mawr, PA, USA"
326,2,0,"Andrew, Mr. Edgardo Samuel",Hombre,18.0,231945,11.0,Desconocida,Desconocido,Desconocido,"Buenos Aires, Argentina / New Jersey, NJ"
327,2,0,"Andrew, Mr. Frank Thomas",Hombre,25.0,C.A. 34050,10.0,Desconocida,Desconocido,Desconocido,"Cornwall, England Houghton, MI"
328,2,0,"Angle, Mr. William A",Hombre,34.0,226875,26.0,Desconocida,Desconocido,Desconocido,"Warwick, England"
329,2,1,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",Mujer,36.0,226875,26.0,Desconocida,11,Desconocido,"Warwick, England"
330,2,0,"Ashby, Mr. John",Hombre,57.0,244346,13.0,Desconocida,Desconocido,Desconocido,"West Hoboken, NJ"
331,2,0,"Bailey, Mr. Percy Andrew",Hombre,18.0,29108,11.0,Desconocida,Desconocido,Desconocido,"Penzance, Cornwall / Akron, OH"
332,2,0,"Baimbrigge, Mr. Charles Robert",Hombre,23.0,C.A. 31030,10.0,Desconocida,Desconocido,Desconocido,Guernsey
333,2,1,"Ball, Mrs. (Ada E Hall)",Mujer,36.0,28551,13.0,D,10,Desconocido,"Bristol, Avon / Jacksonville, FL"
334,2,0,"Banfield, Mr. Frederick James",Hombre,28.0,C.A./SOTON 34068,10.0,Desconocida,Desconocido,Desconocido,"Plymouth, Dorset / Houghton, MI"
335,2,0,"Bateman, Rev. Robert James",Hombre,51.0,S.O.P. 1166,12.0,Desconocida,Desconocido,174.0,"Jacksonville, FL"
336,2,1,"Beane, Mr. Edward",Hombre,32.0,2908,26.0,Desconocida,13,Desconocido,"Norwich / New York, NY"
337,2,1,"Beane, Mrs. Edward (Ethel Clarke)",Mujer,19.0,2908,26.0,Desconocida,13,Desconocido,"Norwich / New York, NY"
338,2,0,"Beauchamp, Mr. Henry James",Hombre,28.0,244358,26.0,Desconocida,Desconocido,Desconocido,England
339,2,1,"Becker, Master. Richard F",Hombre,1.0,230136,39.0,F4,11,Desconocido,"Guntur, India / Benton Harbour, MI"
340,2,1,"Becker, Miss. Marion Louise",Mujer,4.0,230136,39.0,F4,11,Desconocido,"Guntur, India / Benton Harbour, MI"
341,2,1,"Becker, Miss. Ruth Elizabeth",Mujer,12.0,230136,39.0,F4,13,Desconocido,"Guntur, India / Benton Harbour, MI"
342,2,1,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",Mujer,36.0,230136,39.0,F4,11,Desconocido,"Guntur, India / Benton Harbour, MI"
343,2,1,"Beesley, Mr. Lawrence",Hombre,34.0,248698,13.0,D56,13,Desconocido,London
344,2,1,"Bentham, Miss. Lilian W",Mujer,19.0,28404,13.0,Desconocida,12,Desconocido,"Rochester, NY"
345,2,0,"Berriman, Mr. William John",Hombre,23.0,28425,13.0,Desconocida,Desconocido,Desconocido,"St Ives, Cornwall / Calumet, MI"
346,2,0,"Botsford, Mr. William Hull",Hombre,26.0,237670,13.0,Desconocida,Desconocido,Desconocido,"Elmira, NY / Orange, NJ"
347,2,0,"Bowenur, Mr. Solomon",Hombre,42.0,211535,13.0,Desconocida,Desconocido,Desconocido,London
348,2,0,"Bracken, Mr. James H",Hombre,27.0,220367,13.0,Desconocida,Desconocido,Desconocido,"Lake Arthur, Chavez County, NM"
349,2,1,"Brown, Miss. Amelia ""Mildred""",Mujer,24.0,248733,13.0,F33,11,Desconocido,"London / Montreal, PQ"
350,2,1,"Brown, Miss. Edith Eileen",Mujer,15.0,29750,39.0,Desconocida,14,Desconocido,"Cape Town, South Africa / Seattle, WA"
351,2,0,"Brown, Mr. Thomas William Solomon",Hombre,60.0,29750,39.0,Desconocida,Desconocido,Desconocido,"Cape Town, South Africa / Seattle, WA"
352,2,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",Mujer,40.0,29750,39.0,Desconocida,14,Desconocido,"Cape Town, South Africa / Seattle, WA"
353,2,1,"Bryhl, Miss. Dagmar Jenny Ingeborg ",Mujer,20.0,236853,26.0,Desconocida,12,Desconocido,"Skara, Sweden / Rockford, IL"
354,2,0,"Bryhl, Mr. Kurt Arnold Gottfrid",Hombre,25.0,236853,26.0,Desconocida,Desconocido,Desconocido,"Skara, Sweden / Rockford, IL"
355,2,1,"Buss, Miss. Kate",Mujer,36.0,27849,13.0,Desconocida,9,Desconocido,"Sittingbourne, England / San Diego, CA"
356,2,0,"Butler, Mr. Reginald Fenton",Hombre,25.0,234686,13.0,Desconocida,Desconocido,97.0,"Southsea, Hants"
357,2,0,"Byles, Rev. Thomas Roussel Davids",Hombre,42.0,244310,13.0,Desconocida,Desconocido,Desconocido,London
358,2,1,"Bystrom, Mrs. (Karolina)",Mujer,42.0,236852,13.0,Desconocida,Desconocido,Desconocido,"New York, NY"
359,2,1,"Caldwell, Master. Alden Gates",Hombre,0.0,248738,29.0,Desconocida,13,Desconocido,"Bangkok, Thailand / Roseville, IL"
360,2,1,"Caldwell, Mr. Albert Francis",Hombre,26.0,248738,29.0,Desconocida,13,Desconocido,"Bangkok, Thailand / Roseville, IL"
361,2,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",Mujer,22.0,248738,29.0,Desconocida,13,Desconocido,"Bangkok, Thailand / Roseville, IL"
362,2,1,"Cameron, Miss. Clear Annie",Mujer,35.0,F.C.C. 13528,21.0,Desconocida,14,Desconocido,"Mamaroneck, NY"
363,2,0,"Campbell, Mr. William",Hombre,0.0,239853,0.0,Desconocida,Desconocido,Desconocido,Belfast
364,2,0,"Carbines, Mr. William",Hombre,19.0,28424,13.0,Desconocida,Desconocido,18.0,"St Ives, Cornwall / Calumet, MI"
365,2,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",Mujer,44.0,244252,26.0,Desconocida,Desconocido,Desconocido,London
366,2,0,"Carter, Rev. Ernest Courtenay",Hombre,54.0,244252,26.0,Desconocida,Desconocido,Desconocido,London
367,2,0,"Chapman, Mr. Charles Henry",Hombre,52.0,248731,13.0,Desconocida,Desconocido,130.0,"Bronx, NY"
368,2,0,"Chapman, Mr. John Henry",Hombre,37.0,SC/AH 29037,26.0,Desconocida,Desconocido,17.0,"Cornwall / Spokane, WA"
369,2,0,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",Mujer,29.0,SC/AH 29037,26.0,Desconocida,Desconocido,Desconocido,"Cornwall / Spokane, WA"
370,2,1,"Christy, Miss. Julie Rachel",Mujer,25.0,237789,30.0,Desconocida,12,Desconocido,London
371,2,1,"Christy, Mrs. (Alice Frances)",Mujer,45.0,237789,30.0,Desconocida,12,Desconocido,London
372,2,0,"Clarke, Mr. Charles Valentine",Hombre,29.0,2003,26.0,Desconocida,Desconocido,Desconocido,"England / San Francisco, CA"
373,2,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",Mujer,28.0,2003,26.0,Desconocida,14,Desconocido,"England / San Francisco, CA"
374,2,0,"Coleridge, Mr. Reginald Charles",Hombre,29.0,W./C. 14263,10.0,Desconocida,Desconocido,Desconocido,"Hartford, Huntingdonshire"
375,2,0,"Collander, Mr. Erik Gustaf",Hombre,28.0,248740,13.0,Desconocida,Desconocido,Desconocido,"Helsinki, Finland Ashtabula, Ohio"
376,2,1,"Collett, Mr. Sidney C Stuart",Hombre,24.0,28034,10.0,Desconocida,9,Desconocido,"London / Fort Byron, NY"
377,2,1,"Collyer, Miss. Marjorie ""Lottie""",Mujer,8.0,C.A. 31921,26.0,Desconocida,14,Desconocido,"Bishopstoke, Hants / Fayette Valley, ID"
378,2,0,"Collyer, Mr. Harvey",Hombre,31.0,C.A. 31921,26.0,Desconocida,Desconocido,Desconocido,"Bishopstoke, Hants / Fayette Valley, ID"
379,2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",Mujer,31.0,C.A. 31921,26.0,Desconocida,14,Desconocido,"Bishopstoke, Hants / Fayette Valley, ID"
380,2,1,"Cook, Mrs. (Selena Rogers)",Mujer,22.0,W./C. 14266,10.0,F33,14,Desconocido,Pennsylvania
381,2,0,"Corbett, Mrs. Walter H (Irene Colvin)",Mujer,30.0,237249,13.0,Desconocida,Desconocido,Desconocido,"Provo, UT"
382,2,0,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",Mujer,0.0,F.C.C. 13534,21.0,Desconocida,Desconocido,Desconocido,"Upper Burma, India Pittsburgh, PA"
383,2,0,"Cotterill, Mr. Henry ""Harry""",Hombre,21.0,29107,11.0,Desconocida,Desconocido,Desconocido,"Penzance, Cornwall / Akron, OH"
384,2,0,"Cunningham, Mr. Alfred Fleming",Hombre,0.0,239853,0.0,Desconocida,Desconocido,Desconocido,Belfast
385,2,1,"Davies, Master. John Morgan Jr",Hombre,8.0,C.A. 33112,36.0,Desconocida,14,Desconocido,"St Ives, Cornwall / Hancock, MI"
386,2,0,"Davies, Mr. Charles Henry",Hombre,18.0,S.O.C. 14879,73.0,Desconocida,Desconocido,Desconocido,"Lyndhurst, England"
387,2,1,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",Mujer,48.0,C.A. 33112,36.0,Desconocida,14,Desconocido,"St Ives, Cornwall / Hancock, MI"
388,2,1,"Davis, Miss. Mary",Mujer,28.0,237668,13.0,Desconocida,13,Desconocido,"London / Staten Island, NY"
389,2,0,"de Brito, Mr. Jose Joaquim",Hombre,32.0,244360,13.0,Desconocida,Desconocido,Desconocido,"Portugal / Sau Paulo, Brazil"
390,2,0,"Deacon, Mr. Percy William",Hombre,17.0,S.O.C. 14879,73.0,Desconocida,Desconocido,Desconocido,Desconocido
391,2,0,"del Carlo, Mr. Sebastiano",Hombre,29.0,SC/PARIS 2167,27.0,Desconocida,Desconocido,295.0,"Lucca, Italy / California"
392,2,1,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",Mujer,24.0,SC/PARIS 2167,27.0,Desconocida,12,Desconocido,"Lucca, Italy / California"
393,2,0,"Denbury, Mr. Herbert",Hombre,25.0,C.A. 31029,31.0,Desconocida,Desconocido,Desconocido,"Guernsey / Elizabeth, NJ"
394,2,0,"Dibden, Mr. William",Hombre,18.0,S.O.C. 14879,73.0,Desconocida,Desconocido,Desconocido,"New Forest, England"
395,2,1,"Doling, Miss. Elsie",Mujer,18.0,231919,23.0,Desconocida,Desconocido,Desconocido,Southampton
396,2,1,"Doling, Mrs. John T (Ada Julia Bone)",Mujer,34.0,231919,23.0,Desconocida,Desconocido,Desconocido,Southampton
397,2,0,"Downton, Mr. William James",Hombre,54.0,28403,26.0,Desconocida,Desconocido,Desconocido,"Holley, NY"
398,2,1,"Drew, Master. Marshall Brines",Hombre,8.0,28220,32.0,Desconocida,10,Desconocido,"Greenport, NY"
399,2,0,"Drew, Mr. James Vivian",Hombre,42.0,28220,32.0,Desconocida,Desconocido,Desconocido,"Greenport, NY"
400,2,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",Mujer,34.0,28220,32.0,Desconocida,10,Desconocido,"Greenport, NY"
401,2,1,"Duran y More, Miss. Asuncion",Mujer,27.0,SC/PARIS 2149,13.0,Desconocida,12,Desconocido,"Barcelona, Spain / Havana, Cuba"
